,hashtag,frequency
7155,monsoon,6
5126,humanityfirst,6
7130,mohw,6
2312,covaxinapproval,6
12272,बिहार,6
9891,state,6
11119,vaccinationinindia,6
8828,ramadan,6
551,amplify,6
9366,savelives,6
1512,briflynews,6
5917,jumla_nahin_msp_do,6
9935,staystrong,6
9835,sputnikvaccinated,6
7001,missionvaccination,6
5827,javascript,6
696,appstore,6
7316,mygovindia,6
3071,dailyhunt,6
4151,firstdosedone,6
685,appointments,6
6935,microsoft,6
6940,middaygujarati,6
678,application,6
5071,hope,6
11029,vaccinatedandhappy,6
675,apple,6
11556,voteforjinonfanplus,6
8764,radhe,6
9974,stopthespread,6
7270,mumbaivaccinationupdate,6
10517,tinderdate,6
11085,vaccinationday2021,6
8193,patna,6
11695,wenindia,6
4199,food,6
5884,joebiden,6
7263,mumbaipolice,6
9954,stockmarket,6
3329,dharmapuri,6
643,apfightscorona,6
4224,foreigner,6
9831,sputniklight,6
7257,mumbaikars,6
9733,socialmediamarketing,6
8305,pil,6
5672,ishqfm,6
4730,gujaratcovidsupport,6
2613,covidvaccinelndia,6
10890,unitedkingdom,6
11842,worldslargestvaccinationdrive,6
9149,rpa,6
10981,uts,6
3855,euro2020,6
3866,event,6
974,bank,6
7585,newsj,6
1809,chen,6
8314,pincode274407,6
128,2nd,6
2582,covidvaccinationdrive,6
7544,new,6
3938,facts,6
1902,citizen,6
10993,ux,6
6669,mamatabanerjee,6
9162,rt,6
12000,zondocommission,6
4724,guidelines,6
9631,sii,6
1780,chaos,6
168,5g,6
9186,ruralindia,6
2551,covidshild,6
11467,vietnam,6
5431,indianpremierleague,6
10195,tamkuhi,6
2754,cowinequipment,6
6585,madurai,6
12575,ಕೋವಿನ್,6
5559,infrastructure,6
9107,rishikesh,6
9113,river,6
11366,vaccinevarta,6
2676,cowaxin,6
3754,emergency,6
6507,loksabha,6
6510,lonavala,6
10219,taxpayer,6
6539,lovelondon,6
6432,listentomusic,6
4838,haridwar,6
6549,lpx7,6
1865,chinese,6
4836,harghardastak,6
3815,erode,6
7778,novaccineforme,6
11866,wuhanvirus,6
1855,childrenvaccine,6
3836,eth,6
9058,resignshafqatmahmood,6
10907,unix,6
11412,vasai,6
10903,universalpass,6
1849,childrens,6
10312,telanganafightscovid19,6
5634,investing,6
2548,covidsheild,6
1518,british,6
4615,googleyearinsearch2021,6
3518,donate,6
2535,covidregistration,6
10381,thankyou,6
9682,slotbooking,6
8337,plasmadonor,6
4631,gotvaccinated,6
4000,family,6
8650,public,6
7503,ndtvtopstories,6
2930,cricket,6
8649,pubgmobileindia,6
3513,dolly,6
10783,uanow,6
1274,billiondoses,6
8633,psa,6
10375,thankfultuesday,6
7903,ommcomnews,6
8348,playlist,6
7462,nature,6
182,6yearsofdigitalindia,6
9677,slicktalksapp,6
7477,navina,6
8646,pubg,6
4060,feedback,5
5522,industry,5
10568,todaynews,5
1517,britain,5
4004,faq,5
3821,esanjeevani,5
8978,registrationforvaccination,5
12317,मोदी,5
9909,stayalert,5
64,1billiondoses,5
7411,nasa,5
3989,fakevaccine,5
12334,रजिस्ट्रेशन,5
7802,nrc,5
443,airindia,5
441,airdrop,5
2243,coronavirusupdate,5
5514,indorefightscorona,5
1741,certificates,5
7475,navimumbai,5
10050,sundaythoughts,5
2239,coronavirusoutbreak,5
10317,telanganavaccination,5
4242,france,5
278,abpnews,5
5720,itzy,5
4288,fridayfeeling,5
3711,eidmubarak,5
5600,international,5
9075,retweet,5
7424,nation,5
11394,valimai,5
7441,nationalimmunizationday,5
5593,insurance,5
9079,reviews,5
1917,ckmkb,5
3726,election,5
12463,ભારત,5
6012,kareenakapoor,5
5585,instagood,5
4032,fastag,5
5570,innovation,5
5575,inpics,5
3516,dombivli,5
7146,money,5
11492,virar,5
4299,frontline,5
4289,fridayfitness,5
2287,countries,5
7237,mufc,5
10428,therealtalk,5
12596,ออฟกัน,5
4293,fridaythoughts,5
1547,bug,5
8983,registrations,5
5984,kanganaranaut,5
3701,egiyebanglanews,5
5990,kannada,5
8097,panchkula,5
12604,ᴠᴀᴄᴄɪɴᴇᴅᴀʏ,5
4047,fazilnagar,5
1873,chitralekha,5
1552,buharimustgo,5
7254,mumbaifightscorona,5
5232,iimtf,5
2001,coinwind,5
5301,incred,5
3440,disappointed,5
351,admk,5
8943,reels,5
9026,repeallaws_savefarmers,5
3602,drreddy,5
2165,coronafreeindia,5
5837,jci,5
5838,jciindiazone,5
10495,tika_vaccination_utsav,5
11547,volkswagen,5
3378,digitalhealthcare,5
3445,discrimination,5
9201,saarc,5
4172,flattenthecurve,5
4143,first,5
7885,oil,5
7869,of,5
7980,opinion,5
10466,thisislondon,5
11472,vijayrupani,5
1673,careerdevelopment,5
3579,dream11,5
317,ad,5
3566,download,5
7347,mysuru,5
9173,rudy,5
3402,digitalplatform,5
9181,rural,5
346,admin,5
3924,facebookdown,5
5702,italy,5
10150,tafrishaala,5
7389,nandannilekani,5
7397,narendarmodi,5
3657,earthday2021,5
5680,ismailbalaban,5
8909,realmadrid,5
3656,earthday,5
1974,cmyogiadityanath,5
3553,doses,5
4079,fforfree,5
7624,newzealand,5
91,20million,5
7626,newzworldindia,5
1604,cabinetreshuffle,5
1603,cabinetexpansion,5
1602,cabinetdecisions,5
7627,nexa,5
12508,தமிழக_நலனில்_மோடி,5
5236,iit,5
5780,jalshakti,5
9959,stocks,5
11569,wagholi,5
101,25million,5
2056,comorbidities,5
294,acchedin,5
1806,chelsea,5
5857,jiminspotify500m,5
4176,flipkart,5
12494,கொரோனாவைரஸ்,5
7840,nzvpak,5
7269,mumbaivaccination,5
12557,మతలబు,5
1986,codenewbies,5
8024,outlookbusiness,5
293,accessories,5
2200,coronavac,5
1985,codenewbie,5
3862,europeanunion,5
4027,fashion,5
1102,bellevue,5
7737,northeastlive,5
6861,megatradefair,5
11978,zeehindustantamil,5
11981,zeenews,5
4456,gettheshot,5
6127,kids,5
1383,blooddonation,5
698,april,5
9429,search,5
2592,covidvaccine2021,5
971,bangladesh,5
10860,unicef,5
3051,cyrilramaphosa,5
9502,service,5
10718,truevalue,5
1197,bhartiairtel,5
6879,memes2021,5
8261,pharma,5
4496,gift,5
4733,gujaratgovernment,5
6171,kolkatacovid,5
6175,kolkatafightscovid19,5
12125,कोरोना_वैक्सीन,5
8761,racism,5
3086,dainikhint,5
11072,vaccinationcenters,5
11082,vaccinationcovid19,5
6087,keralamodel,5
8567,primetime,5
4804,happybirthdaybestleader,5
8185,pathetic,5
11696,werindia,5
8454,poonch,5
9585,shivsena,5
2616,covidvaccinerace,5
11954,youtuber,5
10677,trend,5
2785,cowinhyderabad,5
8444,poll,5
10884,united2fightcorona,5
10974,userexperience,5
2605,covidvaccineforchildren,5
4423,gdp,5
11971,zcovd,5
6376,letsuppapp,5
8217,pcmcfightscorona,5
4766,hack,5
4514,giveaway,5
12001,zone,5
2392,covid19update,5
12006,zycovd,5
11764,win,5
2507,covidisairborne,5
10782,uae,5
12073,उत्तरप्रदेशमेंखदेड़ाहोवै,5
839,atvideo,5
11021,vaccin,5
8620,proud,5
9663,six,5
4607,googlemaps,5
6708,manorama,5
6772,masterchef,5
1266,biharnews,5
11793,women,5
2528,covidpositive,5
1262,biharhealthdept,5
2876,cowinvaccinator,5
9706,smartphone,5
2544,covidscam,5
6751,marutisuzukiarena,5
9482,seo,5
11009,vacation,5
9727,social,5
6254,kycvs,5
6252,kyc,5
2489,covidhelpline,5
763,aryankhan,5
9634,sikkim,5
772,ashokgehlot,5
9497,servercrash,5
2991,currentaffairs,5
8382,pmjay,5
10748,tv9bangla,5
11746,whitefungus,5
6833,medicine,5
6224,ktrtrs,5
9653,sirsi,5
6690,manipalhospital,5
2963,cryptocrash,5
9750,solution,5
812,assemblyelections2022,5
8311,pincode274401,5
12086,ऑनसाइट,5
2847,cowinserverdown,5
6795,may1,5
10768,twitterindia,5
649,apisetu,5
1401,bmcmumbai,5
6993,mismanagement,5
2372,covid19outbreak,5
1474,bot,5
10644,transparency,5
6494,login,5
10934,upelections2022,5
10933,upelection2022,5
11665,wednesday,5
7049,modibirthday,5
2371,covid19ontario,5
11686,welldoneindia,5
2672,cow,5
2685,cowiinapp,5
1077,beds,5
8162,passportaddtion,5
2691,cowin4booking,5
10919,unsc,5
6066,kejriwalcares,5
5103,how,5
9392,sc,5
8144,parliamentquestion,5
3168,dc,5
1051,bcci,5
12246,पायलट_आ_रहा_है,5
10607,topicalspot,5
7099,modiresignorrepeal,5
550,amphotericinb,5
10611,topsearches,5
8814,rajnikanth,5
8525,precaution,5
6030,kartikaaryan,5
9872,stanswamy,5
8807,rajeshtope,5
4366,g7,5
12241,न्यूज़लीडर्स,5
7073,modiinun,5
12239,न्याय_के_इंतज़ार_में,5
2657,covishielded1stdose,5
1114,bengalelection2021,5
2344,covid19chennai,5
4362,g20,5
2347,covid19data,5
1451,bookyourslot,5
6298,largestgestvaccinedrive,5
4894,healthcarenews,5
8461,population,5
3136,datasecurity,5
8172,passports,5
9843,srh,5
2629,covidvic,5
7010,ml,5
8455,poor,5
9564,shellscript,5
11680,welcomenaddaji,5
9524,shafqatdestroysourcareer,5
2390,covid19tamilnadu,5
1441,booked,5
1431,bombay,5
8790,railways,5
2656,covishielded,4
5432,indianrailways,4
3586,drishyam2,4
3730,electioncommissionofindia,4
2030,colost,4
2594,covidvaccinearrives,4
4695,growth,4
2765,cowinglitch,4
2668,covovax,4
3588,driveinvaccination,4
3833,etciospectrum,4
4879,headphone,4
10231,teachers,4
2725,cowinbug,4
3928,facemask,4
4817,happybirthdaysamanthaakkineni,4
9520,sgi,4
4689,grinder,4
4954,healthynation,4
10810,uidai,4
5423,indianmemes,4
3846,etnowexclusive,4
4904,healthemergency,4
4873,hcws,4
2660,covishieldvaccination,4
4902,healthdepartment,4
2658,covishieldindia,4
5516,indoretalk,4
3948,failedpmmodi,4
2874,cowinvaccination,4
10815,ujjwalayojana,4
2858,cowinsucks,4
2741,cowindata,4
1959,cmoh,4
10262,technical,4
3735,elections2022,4
3782,england,4
2666,covi̇dvaccine,4
3832,etcio,4
3923,facebookban,4
3715,ekacare,4
10857,unga76,4
3896,exitpolls,4
4831,happynewyear,4
10341,terrorists,4
3820,erupi,4
3806,epic,4
5528,indvssa,4
4832,happynewyear2022,4
10167,taliban,4
1944,cmmadhyapradesh,4
3626,dumb,4
4867,hbdthanthaiperiyar,4
4735,gujaratinews,4
1939,cmc,4
2641,covieshield,4
10179,tamilmint,4
5476,indiavaccinates,4
2637,covidwin,4
3633,durgapur,4
1989,codes,4
10864,union,4
3903,explained,4
10347,testing,4
10162,taketheshot,4
2786,cowinindia,4
4952,healthylifestyle,4
10326,telugu,4
4770,hackers,4
2651,covishied,4
5415,indiangovt,4
4866,hbdsamanthaakkineni,4
5538,influencer,4
2779,cowinhelp,4
3681,economy,4
3799,entrepreneurship,4
1931,clubhouse,4
10849,undp,4
4944,healthy,4
9607,shriramgi,4
2819,cowinotpproblem,4
5519,induk,4
4726,guinnessworldrecords,4
2816,cowinotperror,4
10321,telegramchannel,4
9500,serverless,4
9884,startupcentral,4
4968,heco,4
9945,stepone,4
3127,dataleaked,4
2386,covid19sk,4
2231,coronavirusawarness,4
5095,hotels,4
3319,dgci,4
4403,gargleforhygiene,4
9308,saralbharatnews,4
5239,iitdelhi,4
9396,scam2021,4
4396,ganeshchaturthi,4
3142,dateofbirth,4
3308,developedcountry,4
10544,tncorona,4
3302,devcommunity,4
3123,datagaps,4
3322,dhanbad,4
10549,tnfightscorona,4
4194,follow,4
9981,story,4
4183,flw,4
4420,gcshospital,4
2195,coronatime,4
11084,vaccinationday,4
9973,stopprivatization_banevm,4
5272,immunosuppressants,4
9401,schedule,4
2403,covid19vaccinationinindia,4
2202,coronavaccin,4
3117,database,4
2393,covid19updates,4
11186,vaccinebooking,4
11182,vaccineawareness,4
9928,staypositive,4
9314,saree,4
2888,coworking,4
9356,save,4
4364,g4,4
9863,ssr,4
3247,delhirains,4
9381,saynoto3rdwave,4
5125,humanity,4
10631,trading,4
11130,vaccinationprogram,4
5172,icaiexam,4
9864,ssrdeathanniversary,4
9865,ssrdiary,4
2663,covishild,4
9893,statecapturecommission,4
5136,humour,4
9878,start,4
3171,dcgi,4
2288,country,4
4253,freedom,4
10646,transplant,4
9923,stayinformed,4
3150,davidwarner,4
3286,design,4
5194,id,4
4381,gambhir,4
2373,covid19pademic,4
2364,covid19news,4
5113,hpgovt,4
2363,covid19mb,4
9856,srnewsgroup,4
9346,saturdayvibes,4
5174,icaiexams,4
3164,days,4
9857,srnewsgroupofficial,4
9277,samsunggalaxym32,4
9276,samsunggalaxya30s,4
9275,samsunggalaxya20,4
9755,somethingfishy,4
4040,fastestvaccinedrive,4
10072,superspreader,4
4565,godmorningwednesday,4
5003,herdimmunity,4
2099,congressmuktbharat,4
5143,hyderabadcovid,4
10443,thevocalnews,4
9736,socialnewsxyz,4
3461,divoc,4
4083,fianance,4
3008,cvc,4
3451,dishasalian,4
10736,tuesday,4
5022,himachal,4
2500,covidindiaseva,4
4997,hemantsoren,4
10684,trendingnow,4
10110,sushruthospital,4
10804,uefaeuro2020,4
10799,udhampur,4
4630,gotthedose,4
3966,fakeapp,4
2910,crashes,4
4611,googlesearch,4
10107,sushantsinghrajput,4
9221,safemoon,4
2921,cred,4
2520,covidnsw,4
10784,uber,4
4005,faqs,4
2937,crime,4
10417,thenewsshots,4
11043,vaccinateme,4
9774,sops,4
3018,cyber,4
9997,strongertogether,4
5042,hindutva,4
2445,covidappropriatebehaviour,4
9999,student,4
9422,sdgs,4
4461,getvaccienatedcovid19,4
11069,vaccinationcampaign,4
3080,dailyupdate,4
3021,cyberattacks,4
2168,coronaharegaindiajeetega,4
5287,in,4
4436,genocide,4
2182,coronapositive,4
9983,storypitch,4
5279,important,4
10482,thuglakmeme,4
4470,getvaccine,4
10481,thuglakmagazine,4
11219,vaccinediplomacy,4
10480,thuglakdigital,4
10476,thrissur,4
3406,digitalregistration,4
11222,vaccinedose,4
2455,covidcases,4
10716,truescoopnews,4
11049,vaccinateyourself,4
5323,indiabeatscorona,4
4118,finance,4
10026,suchetadalal,4
10461,thirdwaveofcorona,4
9779,sosdelhi,4
10728,tshirt,4
10759,tweet,4
9073,retweeet,4
6318,latest_news,4
5576,insaaf4ssr,4
8385,pmmitra,4
8387,pmmodiatun,4
7264,mumbairain,4
5799,janaushadi,4
400,agra,4
6090,keralapolice,4
8968,registertoday,4
418,ahmedabadrains,4
395,agency,4
11693,wendywilliams,4
6672,mamtabanerjee,4
7275,munger,4
6667,mamajijaago,4
7283,muslim,4
405,agrivision4bharat,4
8036,ownemployees,4
376,afghanistan,4
1452,boomexplains,4
1461,boostervaccinatie,4
1460,boostershots,4
1459,boostershot,4
1454,boomreports,4
5819,japan,4
1663,car,4
1665,card,4
8372,pmcaresfund_का_हिसाब_दो,4
8045,oxygenconcentrators,4
5814,january,4
12339,राज_लाइब्रेरियन_नियुक्ति_दो,4
8364,pluto,4
12032,अखंड_पनौती_दिवस,4
5811,jantarmantar,4
11514,vistanahivaccine,4
8401,pmoi,4
8047,oxygencylinder,4
318,ada,4
7972,opendata,4
1733,ceo,4
11493,virat,4
9002,remdesivirinjection,4
321,adanigroup,4
6126,kidney,4
5737,jabs,4
11964,yupcouncil,4
5735,jabdone,4
7371,nainital,4
7962,onsiteregistration,4
1381,blood,4
6582,madrashighcourt,4
12436,हमे_बेड_ऑक्सीजन_वैक्सीन_दो,4
7360,nagaland,4
7979,operationneet,4
8407,pmsvanidhi,4
6638,majorsunilshetty,4
11512,visittheuk,4
7299,mybensups,4
8408,pmsym,4
7304,mybmcvaccinationupdates,4
5771,jaishreeram,4
7313,mygovcoronahelpdesk,4
12132,कोरोनावायरस,4
11703,westbengalelections,4
11985,zeetamilnews,4
7334,mypmmypride,4
6112,khargone,4
7346,mystartuptv,4
6620,maharashtrawithcm,4
7350,mythbuster,4
442,airdrops,4
449,airteliq,4
1029,battlegroundsmobileindia,4
7046,modiatun,4
6998,missionfateh,4
1526,bsc,4
800,aspirants,4
5913,july,4
6794,may,4
7022,mobileapps,4
12223,धन्यवाद_मोदीजी,4
1527,bse,4
6789,maxhealthcare,4
1601,cabinet,4
834,atrnews,4
8141,parliament,4
1506,brickcementdotcom,4
586,andriod12,4
1583,butter,4
1528,bsf,4
8815,rajouri,4
769,asean,4
8262,pharmaceutical,4
8863,rapipay,4
745,arrestmetoo,4
8252,petroldieselpricehike,4
6863,megavaccinationdrive,4
6855,meerut,4
6931,micorganization,4
6990,mirrornow,4
6945,mig,4
781,asiapacific,4
784,asindia,4
8187,pathkindlabs,4
8186,pathkind,4
6813,mcinterview,4
7070,modihataodeshbachao,4
575,andhbhakt,4
11667,wednesdaylivecelebration,4
5844,jeetegaindia,4
878,awssummit,4
8084,palghar,4
884,ayesha,4
11660,wecanwewill,4
7184,mothersday,4
6061,keepsafeeveryoneandgodbless,4
12320,मोदी_रोजगार_दो,4
8345,playbold,4
464,akhileshyadav,4
6722,mapmyindia,4
460,ajmer,4
11666,wednesdayfeeling,4
8359,pli4textiles,4
8051,oxygenexpress,4
12298,मप्र,4
11658,wecantbreath,4
7079,modijiat71,4
5883,jodhpur,4
7081,modijijawabdo,4
11641,wearmasks,4
8810,rajivgandhi,4
5892,joke,4
554,amri,4
844,australia,4
8918,record,4
6055,kdmc,4
1490,breach,4
12063,आरोग्य,4
857,available,4
6053,kcr,4
12053,आदमखोर_ipl,4
5859,jio,4
1028,battlegroundmobileindia,4
7321,myindia,4
5647,ipl2021live,4
1891,chupkechupke,4
8603,programming,4
1349,bkc,4
5656,ipo,4
7549,newfeature,4
1792,chc,4
1206,bhfyp,4
224,aajtaksabsetez,4
1354,blackface,4
6279,lalisa1stwin,4
11776,winwithvaccine,4
6391,liekingmodi,4
7714,nokiac20plus,4
6535,loveindia,4
6287,language,4
7670,nitiaayog,4
7554,newprofilepic,4
1306,bjp4ind,4
12492,கொரோனாதடுப்பூசி,4
58,18years,4
7536,netanyahu,4
8508,prarabdhnews,4
5609,internationaltravel,4
1332,bjpliesindiacries,4
7522,nehru,4
1190,bharatprideofbillion,4
45,17yearsforsamba,4
7782,novaccinenovacancy,4
7878,offline,4
5613,internationalwomensday,4
157,4pm,4
1111,benegative,4
7515,neerajchopra,4
8596,product,4
1276,billionvaccinations,4
7508,need,4
11770,winningovercovid,4
9036,republicwins,4
139,2yodoindia,4
5610,internationaltravelcertificate,4
11810,workers,4
280,abroad,4
11864,wuhan,4
11715,whatdoido,4
7418,nashikfightscorona,4
7824,nurses,4
12573,ಕೋವಿಡ್19,4
8746,quiztime,4
7608,newstrack,4
11862,wtcfinal,4
6141,kiranbedi,4
12556,తెలంగాణ,4
7946,onlineappointment,4
6302,largestvaccination,4
6422,link,4
7740,northkorea,4
12561,హైదరాబాద్,4
12622,𝐂𝐎𝐕𝐀𝐗𝐈𝐍,4
12454,કોવિન,4
268,abijeet,4
11463,videos,4
7443,nationaljumladay,4
8740,queue,4
11868,wweraw,4
7564,news7tamilupdates,4
1367,blessed,4
5640,ios,4
8745,quiz,4
12466,રસી,4
7563,news7tamil,4
6743,markets,3
10791,udaipur,3
835,atta,3
6771,master,3
4921,healthministeryofindia,3
6754,marykom,3
1162,bgr,3
9512,sevaaursamarpan,3
6378,letsupphindi,3
4617,gopalganj,3
847,authentication,3
2929,cricbuzz,3
10794,udan,3
12066,आरोग्यसेतु,3
2625,covidvaccineupdates,3
12074,उत्सवासुर,3
6409,lifestyle,3
2606,covidvaccineforkids,3
4605,googleindia,3
12065,आरोग्य_सेतु,3
11943,youthofmay,3
6356,leftrightcentre,3
9720,sndh,3
1193,bharatratnaforbirsamunda,3
12104,किसान_मजदूर_भाईचारा_जीतेगा,3
2561,covidthirdwave,3
8287,photography,3
2559,covidtesting,3
10751,tv9telugu,3
8282,phone,3
6840,medicoverhospitals,3
2992,currentnews,3
4528,globalconclave,3
770,ashamed,3
6328,latestupdate,3
6852,meenuvatika,3
10740,tuesdaythoughts,3
10739,tuesdaytemptation,3
4955,heart,3
4518,gk,3
4513,github,3
9490,seruminstitute,3
747,art,3
1229,biden,3
3026,cybercriminals,3
6819,medeepakjain,3
791,askktr,3
6332,latur,3
6798,mayday,3
10988,uttarpardesh,3
4599,googleassistant,3
8319,pioneerheadlines,3
829,atmanirbhar,3
2943,crisis,3
828,atm,3
2583,covidvaccinationforchildren,3
2628,covidvaxexposed,3
2580,covidvaccinationcertificate,3
4554,god,3
793,askmentor,3
12091,करोना,3
2962,cryptoairdrop,3
11820,workshopกลรักรุ่นพี่,3
6812,mcgm,3
12095,कहर,3
2574,covidvaccinated,3
2573,covidvaccin,3
8299,picspeak,3
2567,covidvaacine,3
4901,healthdata,3
11873,xiaomi,3
9689,slotonline,3
4848,haryanafightscorona,3
982,banknifty,3
9612,shutdowncowin,3
6628,mahavirjayanti,3
8469,portals,3
2712,cowinappissue,3
4747,gulistannews,3
1056,bealert,3
9559,shashitharoor,3
9620,siddiquekappan,3
6639,makecovidfreeindia,3
11974,zee24ghanta,3
6645,makemytrip,3
1066,beatcorona,3
8410,pnbmetlife,3
962,bangalorerains,3
6533,lovebackmzansi,3
6529,lotustv,3
10926,upcm,3
6659,maldives,3
6528,lotusnews,3
6622,maharastralockdown,3
1048,bcaunty,3
4649,govinda,3
4815,happybirthdaysachin,3
10898,unitetofightcorona,3
2740,cowindashboard,3
4800,happybdaymodi,3
1034,bbcan9,3
11940,youth4india,3
2751,cowine,3
6583,madrasmersals,3
1036,bbcnews,3
8449,pondicherry,3
2755,cowinerror,3
4769,hacker,3
9586,shocked,3
2760,cowinfraud,3
1007,barkha,3
4816,happybirthdaysamantha,3
9598,shorts,3
1000,barama,3
4822,happyeid,3
998,bapuji,3
9570,shib,3
6527,lotuslatestnews,3
9548,sharemarket,3
8392,pmmodiji,3
2644,covinapp,3
9540,shameonmodi,3
2868,cowintrackerbot,3
1117,bengali,3
11884,yamaha,3
10953,urban,3
8535,predictions,3
6440,liveline,3
9533,shameless,3
6719,manufacturing,3
2743,cowindataleak,3
935,bakrieid,3
1136,bestcm,3
11871,xbox,3
10814,ujjain,3
8354,pleasegetvaccinated,3
885,ayodhya,3
8555,preventthethirdwave,3
10809,ui,3
873,awarness,3
1151,bevq,3
4669,graphicdesign,3
9672,skyscrapersolutions,3
4677,greaternoida,3
4875,hdfcergo,3
6526,lotus,3
10931,updatenews360,3
8498,pragatikahighway,3
4863,hbdmkstalin,3
12008,zyduscadila,3
4865,hbdsamantha,3
2831,cowinregisteration,3
8504,pragyathakur,3
2836,cowinregistrationfor18,3
11899,yespunjab,3
2838,cowinregstration,3
